GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008
"G52237","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52237",,,,,"ZCTA5 52237",,1522,1522,1494,5,0,0,0,7,16
"G52240","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52240",,,,,"ZCTA5 52240",,32230,32230,27020,2132,81,1129,16,1053,799
"G52241","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52241",,,,,"ZCTA5 52241",,18911,18911,15018,1492,59,1467,12,376,487
"G52242","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52242",,,,,"ZCTA5 52242",,1592,1592,1414,42,2,83,1,19,31
"G52245","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52245",,,,,"ZCTA5 52245",,22573,22573,20099,562,42,958,11,398,503
"G52246","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52246",,,,,"ZCTA5 52246",,21114,21114,16113,1319,44,2765,4,321,548
"G52247","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52247",,,,,"ZCTA5 52247",,5645,5645,5503,21,9,16,1,32,63
"G52248","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52248",,,,,"ZCTA5 52248",,1815,1815,1787,4,2,4,0,2,16
"G52249","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52249",,,,,"ZCTA5 52249",,965,965,944,0,4,3,0,0,14
"G52251","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52251",,,,,"ZCTA5 52251",,590,590,579,7,0,0,0,1,3
"G52253","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52253",,,,,"ZCTA5 52253",,3192,3192,3130,11,4,5,0,8,34
"G52254","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52254",,,,,"ZCTA5 52254",,895,895,872,8,0,2,0,1,12
"G52255","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52255",,,,,"ZCTA5 52255",,1208,1208,1192,3,0,3,0,3,7
"G52257","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52257",,,,,"ZCTA5 52257",,210,210,201,2,0,0,0,4,3
"G52301","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52301",,,,,"ZCTA5 52301",,3873,3873,3775,22,15,17,1,16,27
"G52302","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52302",,,,,"ZCTA5 52302",,36980,36980,34751,703,93,548,18,175,692
"G52305","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52305",,,,,"ZCTA5 52305",,629,629,614,0,1,8,0,0,6
"G52306","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52306",,,,,"ZCTA5 52306",,1754,1754,1715,3,3,4,0,5,24
"G52307","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52307",,,,,"ZCTA5 52307",,90,90,87,1,0,1,0,0,1
"G52308","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52308",,,,,"ZCTA5 52308",,132,132,130,0,0,0,0,0,2
"G52309","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52309",,,,,"ZCTA5 52309",,397,397,387,3,0,4,0,1,2
"G52310","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52310",,,,,"ZCTA5 52310",,6431,6431,6330,22,4,20,0,14,41
"G52312","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52312",,,,,"ZCTA5 52312",,115,115,114,0,0,0,0,0,1
"G52313","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52313",,,,,"ZCTA5 52313",,397,397,388,1,2,0,0,0,6
"G52314","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52314",,,,,"ZCTA5 52314",,5865,5865,5608,44,11,79,0,27,96
"G52315","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52315",,,,,"ZCTA5 52315",,1222,1222,1204,9,1,5,0,0,3
"G52316","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52316",,,,,"ZCTA5 52316",,1659,1659,1632,6,4,3,0,2,12
"G52317","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52317",,,,,"ZCTA5 52317",,14775,14775,13420,614,25,257,3,117,339
"G52318","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52318",,,,,"ZCTA5 52318",,1033,1033,1010,3,5,2,0,7,6
"G52320","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52320",,,,,"ZCTA5 52320",,1203,1203,1174,10,1,10,0,5,3
"G52321","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52321",,,,,"ZCTA5 52321",,404,404,390,5,0,1,0,5,3
"G52322","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52322",,,,,"ZCTA5 52322",,2436,2436,2309,37,4,28,1,8,49
"G52323","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52323",,,,,"ZCTA5 52323",,867,867,847,0,16,3,0,0,1
"G52324","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52324",,,,,"ZCTA5 52324",,1890,1890,1849,8,1,7,0,6,19
"G52325","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52325",,,,,"ZCTA5 52325",,873,873,856,1,5,0,0,10,1
"G52326","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52326",,,,,"ZCTA5 52326",,547,547,531,5,0,1,0,1,9
"G52327","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52327",,,,,"ZCTA5 52327",,3012,3012,2958,10,9,6,0,2,27
"G52328","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52328",,,,,"ZCTA5 52328",,2826,2826,2705,22,2,55,2,15,25
"G52329","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52329",,,,,"ZCTA5 52329",,803,803,797,0,2,2,0,0,2
"G52330","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52330",,,,,"ZCTA5 52330",,900,900,893,2,0,0,0,0,5
"G52332","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52332",,,,,"ZCTA5 52332",,2006,2006,1962,11,10,3,1,0,19
"G52333","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52333",,,,,"ZCTA5 52333",,6168,6168,6045,18,8,38,2,18,39
"G52334","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52334",,,,,"ZCTA5 52334",,311,311,306,1,0,0,0,1,3
"G52335","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52335",,,,,"ZCTA5 52335",,709,709,691,6,0,0,0,5,7
"G52336","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52336",,,,,"ZCTA5 52336",,2363,2363,2318,6,3,12,0,4,20
"G52337","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52337",,,,,"ZCTA5 52337",,845,845,821,2,0,4,0,2,16
"G52338","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52338",,,,,"ZCTA5 52338",,3283,3283,3209,14,5,31,0,10,14
"G52339","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52339",,,,,"ZCTA5 52339",,4504,4504,2969,15,999,10,1,290,220
"G52340","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52340",,,,,"ZCTA5 52340",,2180,2180,2016,52,6,32,0,13,61
"G52341","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52341",,,,,"ZCTA5 52341",,1093,1093,1076,3,5,2,0,3,4
"G52342","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52342",,,,,"ZCTA5 52342",,3274,3274,2831,29,154,17,0,119,124
"G52345","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52345",,,,,"ZCTA5 52345",,1468,1468,1431,5,0,4,0,3,25
"G52346","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52346",,,,,"ZCTA5 52346",,1085,1085,1069,9,2,1,0,0,4
"G52347","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52347",,,,,"ZCTA5 52347",,1410,1410,1389,1,0,6,0,12,2
"G52348","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52348",,,,,"ZCTA5 52348",,51,51,46,0,5,0,0,0,0
"G52349","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52349",,,,,"ZCTA5 52349",,7643,7643,7493,26,13,23,0,11,77
"G52351","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52351",,,,,"ZCTA5 52351",,1455,1455,1435,2,1,4,0,2,11
"G52352","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52352",,,,,"ZCTA5 52352",,2025,2025,1984,5,3,19,0,1,13
"G52353","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52353",,,,,"ZCTA5 52353",,9173,9173,8590,107,17,45,11,208,195
"G52354","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52354",,,,,"ZCTA5 52354",,379,379,379,0,0,0,0,0,0
"G52355","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52355",,,,,"ZCTA5 52355",,277,277,275,0,0,0,0,2,0
"G52356","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52356",,,,,"ZCTA5 52356",,2656,2656,2584,4,12,2,0,21,33
"G52358","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52358",,,,,"ZCTA5 52358",,3733,3733,3612,20,6,38,1,11,45
"G52359","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52359",,,,,"ZCTA5 52359",,279,279,270,2,1,0,0,1,5
"G52361","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52361",,,,,"ZCTA5 52361",,4527,4527,4423,9,1,21,1,29,43
"G52362","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52362",,,,,"ZCTA5 52362",,1041,1041,1028,2,3,1,0,5,2
"G52401","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52401",,,,,"ZCTA5 52401",,2017,2017,1411,409,11,50,1,26,109
"G52402","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52402",,,,,"ZCTA5 52402",,40149,40149,35403,1758,112,1435,42,378,1021
"G52403","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52403",,,,,"ZCTA5 52403",,23673,23673,20383,1993,81,218,20,179,799
"G52404","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52404",,,,,"ZCTA5 52404",,37796,37796,33405,1971,116,673,68,456,1107
"G52405","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52405",,,,,"ZCTA5 52405",,23621,23621,21602,908,69,319,16,122,585
"G52411","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52411",,,,,"ZCTA5 52411",,6896,6896,6515,66,6,176,0,23,110
"G52501","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52501",,,,,"ZCTA5 52501",,30220,30220,27500,479,163,243,48,1283,504
"G52530","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52530",,,,,"ZCTA5 52530",,1005,1005,984,0,9,5,0,1,6
"G52531","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52531",,,,,"ZCTA5 52531",,5976,5976,5836,20,10,22,0,19,69
"G52533","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52533",,,,,"ZCTA5 52533",,1215,1215,1198,3,2,1,0,2,9
"G52534","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52534",,,,,"ZCTA5 52534",,284,284,282,1,0,0,0,0,1
"G52535","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52535",,,,,"ZCTA5 52535",,888,888,876,4,0,0,0,1,7
"G52536","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52536",,,,,"ZCTA5 52536",,967,967,952,0,0,5,0,4,6
"G52537","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52537",,,,,"ZCTA5 52537",,7098,7098,6993,6,18,14,0,21,46
"G52540","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52540",,,,,"ZCTA5 52540",,1420,1420,1400,2,4,6,1,0,7
"G52542","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52542",,,,,"ZCTA5 52542",,435,435,428,1,0,2,1,1,2
"G52543","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52543",,,,,"ZCTA5 52543",,291,291,284,0,2,4,0,1,0
"G52544","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52544",,,,,"ZCTA5 52544",,7847,7847,7625,52,25,30,1,19,95
"G52548","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52548",,,,,"ZCTA5 52548",,97,97,97,0,0,0,0,0,0
"G52549","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52549",,,,,"ZCTA5 52549",,762,762,753,0,0,1,0,0,8
"G52550","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52550",,,,,"ZCTA5 52550",,585,585,572,8,1,1,0,1,2
"G52551","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52551",,,,,"ZCTA5 52551",,688,688,681,0,3,3,0,0,1
"G52552","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52552",,,,,"ZCTA5 52552",,830,830,812,0,0,3,0,0,15
"G52553","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52553",,,,,"ZCTA5 52553",,1745,1745,1690,3,2,4,0,17,29
"G52554","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52554",,,,,"ZCTA5 52554",,1373,1373,1356,1,2,0,0,3,11
"G52555","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52555",,,,,"ZCTA5 52555",,344,344,337,0,0,1,0,2,4
"G52556","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52556",,,,,"ZCTA5 52556",,13247,13247,11246,207,24,1402,1,129,238
"G52557","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52557",,,,,"ZCTA5 52557",,85,85,67,0,0,15,0,1,2
"G52560","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52560",,,,,"ZCTA5 52560",,430,430,426,0,0,0,0,0,4
"G52561","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52561",,,,,"ZCTA5 52561",,962,962,950,1,1,6,0,0,4
"G52563","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52563",,,,,"ZCTA5 52563",,1583,1583,1561,10,0,3,0,2,7
"G52565","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52565",,,,,"ZCTA5 52565",,2027,2027,1990,4,0,15,0,2,16
"G52566","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52566",,,,,"ZCTA5 52566",,168,168,164,0,1,0,0,2,1
"G52567","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52567",,,,,"ZCTA5 52567",,615,615,601,1,1,3,0,4,5
"G52569","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52569",,,,,"ZCTA5 52569",,610,610,601,0,0,4,0,0,5
"G52570","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52570",,,,,"ZCTA5 52570",,954,954,938,2,0,4,0,2,8
"G52571","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52571",,,,,"ZCTA5 52571",,1407,1407,1391,2,1,3,0,1,9
"G52572","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52572",,,,,"ZCTA5 52572",,1132,1132,1110,0,4,1,0,3,14
"G52573","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52573",,,,,"ZCTA5 52573",,162,162,158,0,0,0,0,0,4
"G52574","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52574",,,,,"ZCTA5 52574",,826,826,816,4,0,1,0,3,2
"G52576","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52576",,,,,"ZCTA5 52576",,568,568,557,2,0,1,0,6,2
"G52577","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52577",,,,,"ZCTA5 52577",,15055,15055,14211,250,41,222,4,108,219
"G52580","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52580",,,,,"ZCTA5 52580",,460,460,453,2,0,0,1,0,4
"G52581","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52581",,,,,"ZCTA5 52581",,305,305,298,6,0,0,0,0,1
"G52583","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52583",,,,,"ZCTA5 52583",,342,342,323,0,0,3,1,11,4
"G52584","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52584",,,,,"ZCTA5 52584",,438,438,438,0,0,0,0,0,0
"G52585","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52585",,,,,"ZCTA5 52585",,988,988,968,2,4,0,0,7,7
"G52586","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52586",,,,,"ZCTA5 52586",,521,521,509,0,3,1,0,5,3
"G52588","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52588",,,,,"ZCTA5 52588",,134,134,134,0,0,0,0,0,0
"G52590","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52590",,,,,"ZCTA5 52590",,1246,1246,1215,7,3,3,0,9,9
"G52591","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52591",,,,,"ZCTA5 52591",,3028,3028,2982,18,4,8,0,4,12
"G52593","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52593",,,,,"ZCTA5 52593",,142,142,139,0,0,0,0,1,2
"G52594","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52594",,,,,"ZCTA5 52594",,399,399,386,0,1,8,0,0,4
"G52595","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52595",,,,,"ZCTA5 52595",,416,416,400,0,6,7,0,2,1
"G52601","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52601",,,,,"ZCTA5 52601",,29723,29723,26580,1854,79,220,16,193,781
"G52619","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52619",,,,,"ZCTA5 52619",,594,594,579,1,1,2,0,3,8
"G52620","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52620",,,,,"ZCTA5 52620",,938,938,921,0,0,11,0,3,3
"G52621","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52621",,,,,"ZCTA5 52621",,668,668,635,5,3,3,0,15,7
"G52623","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52623",,,,,"ZCTA5 52623",,1993,1993,1933,22,2,6,0,4,26
"G52624","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52624",,,,,"ZCTA5 52624",,290,290,288,0,1,0,0,0,1
"G52625","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52625",,,,,"ZCTA5 52625",,2802,2802,2756,22,5,3,0,4,12
"G52626","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52626",,,,,"ZCTA5 52626",,1346,1346,1315,5,5,2,0,4,15
"G52627","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52627",,,,,"ZCTA5 52627",,13105,13105,11884,629,42,63,7,189,291
"G52630","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52630",,,,,"ZCTA5 52630",,445,445,439,1,0,0,0,0,5
"G52632","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52632",,,,,"ZCTA5 52632",,13086,13086,12139,444,19,101,4,44,335
"G52635","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52635",,,,,"ZCTA5 52635",,675,675,659,1,1,1,0,9,4
"G52637","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52637",,,,,"ZCTA5 52637",,2449,2449,2412,6,6,0,0,6,19
"G52638","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52638",,,,,"ZCTA5 52638",,514,514,494,6,0,5,3,0,6
"G52639","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52639",,,,,"ZCTA5 52639",,2002,2002,1955,13,0,5,0,8,21
"G52640","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52640",,,,,"ZCTA5 52640",,1447,1447,1411,4,1,1,0,15,15
"G52641","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52641",,,,,"ZCTA5 52641",,12357,12357,11003,379,40,426,23,225,261
"G52644","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52644",,,,,"ZCTA5 52644",,412,412,410,1,0,0,0,0,1
"G52645","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52645",,,,,"ZCTA5 52645",,3176,3176,3088,40,6,10,0,2,30
"G52646","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52646",,,,,"ZCTA5 52646",,376,376,356,7,0,0,0,5,8
"G52647","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52647",,,,,"ZCTA5 52647",,229,229,220,1,4,0,0,3,1
"G52649","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52649",,,,,"ZCTA5 52649",,887,887,873,4,2,3,0,0,5
"G52650","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52650",,,,,"ZCTA5 52650",,826,826,812,9,0,3,0,0,2
"G52651","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52651",,,,,"ZCTA5 52651",,646,646,634,0,2,5,0,0,5
"G52653","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52653",,,,,"ZCTA5 52653",,3570,3570,3398,14,11,7,1,92,47
"G52654","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52654",,,,,"ZCTA5 52654",,1728,1728,1640,14,6,18,0,36,14
"G52655","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52655",,,,,"ZCTA5 52655",,4219,4219,3895,137,12,55,2,31,87
"G52656","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52656",,,,,"ZCTA5 52656",,2359,2359,2347,4,0,1,0,0,7
"G52657","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52657",,,,,"ZCTA5 52657",,95,95,93,0,0,1,0,0,1
"G52658","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52658",,,,,"ZCTA5 52658",,1071,1071,1047,7,0,5,0,3,9
"G52659","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52659",,,,,"ZCTA5 52659",,1553,1553,1504,12,3,7,0,12,15
"G52660","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52660",,,,,"ZCTA5 52660",,226,226,224,0,0,1,0,0,1
"G52701","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52701",,,,,"ZCTA5 52701",,108,108,108,0,0,0,0,0,0
"G52720","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52720",,,,,"ZCTA5 52720",,861,861,820,1,0,2,0,19,19
"G52721","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52721",,,,,"ZCTA5 52721",,798,798,782,3,3,6,0,1,3
"G52722","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52722",,,,,"ZCTA5 52722",,34754,34754,32041,749,70,1044,17,223,610
"G52726","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52726",,,,,"ZCTA5 52726",,4468,4468,4336,35,9,16,0,18,54
"G52727","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52727",,,,,"ZCTA5 52727",,409,409,404,2,0,1,1,1,0
"G52728","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52728",,,,,"ZCTA5 52728",,1110,1110,1080,2,1,2,0,4,21
"G52729","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52729",,,,,"ZCTA5 52729",,874,874,849,0,1,0,0,6,18
"G52730","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52730",,,,,"ZCTA5 52730",,4950,4950,4828,37,8,20,2,13,42
"G52731","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52731",,,,,"ZCTA5 52731",,894,894,837,3,0,9,0,37,8
"G52732","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52732",,,,,"ZCTA5 52732",,28293,28293,25838,1170,97,205,8,289,686
"G52737","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52737",,,,,"ZCTA5 52737",,384,384,283,0,0,12,0,86,3
"G52738","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52738",,,,,"ZCTA5 52738",,3567,3567,2890,37,10,75,0,478,77
"G52739","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52739",,,,,"ZCTA5 52739",,745,745,537,3,0,7,0,189,9
"G52742","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52742",,,,,"ZCTA5 52742",,7618,7618,7430,46,4,36,1,12,89
"G52745","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52745",,,,,"ZCTA5 52745",,633,633,616,3,2,0,0,2,10
"G52746","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52746",,,,,"ZCTA5 52746",,967,967,956,3,1,0,0,1,6
"G52747","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52747",,,,,"ZCTA5 52747",,2106,2106,2068,2,4,6,0,6,20
"G52748","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52748",,,,,"ZCTA5 52748",,8850,8850,8524,80,12,50,1,31,152
"G52749","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52749",,,,,"ZCTA5 52749",,925,925,893,0,2,4,0,22,4
"G52750","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52750",,,,,"ZCTA5 52750",,619,619,612,4,0,0,0,0,3
"G52751","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52751",,,,,"ZCTA5 52751",,1054,1054,1041,1,2,2,0,2,6
"G52752","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52752",,,,,"ZCTA5 52752",,515,515,478,5,0,5,0,22,5
"G52753","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52753",,,,,"ZCTA5 52753",,5153,5153,4995,37,5,15,0,24,77
"G52754","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52754",,,,,"ZCTA5 52754",,1274,1274,1222,0,5,3,16,17,11
"G52755","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52755",,,,,"ZCTA5 52755",,1928,1928,1839,9,3,12,0,28,37
"G52756","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52756",,,,,"ZCTA5 52756",,2133,2133,2090,4,2,3,3,7,24
"G52757","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52757",,,,,"ZCTA5 52757",,201,201,197,2,0,0,0,0,2
"G52758","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52758",,,,,"ZCTA5 52758",,199,199,195,0,0,1,1,2,0
